Grappe,Longitude,Latitude
1,47.50284713,-18.9035981
2,47.51456889,-18.90422764
3,47.50846729,-18.90744
4,47.5126883,-18.91407082
5,47.53946856,-18.91736051
6,47.56081754,-18.91492177
7,47.53499032,-18.92934698
8,47.53961181,-18.93961462
9,47.51693971,-18.89104647
10,47.53047844,-18.89947356
11,47.53449771,-18.90522793
12,47.49544911,-18.92767747
13,47.51496554,-18.92429933
14,47.5205143,-18.94056744
15,47.51803638,-18.93437408
16,47.51652043,-18.85344166
17,47.51969806,-18.8713595
18,47.54073567,-18.88449341
19,47.53096242,-18.8892483
20,47.5467215,-18.89195975
21,47.54783452,-18.89743265
22,47.55183696,-18.91064341
23,47.4871185,-18.86002248
24,47.50114784,-18.87252304
25,46.97794936,-18.30461716
26,47.85843043,-18.46968687
27,47.80208658,-18.91150899
28,47.55802583,-18.83458469
29,47.48739456,-18.91077471
30,47.60691172,-19.20904457
31,46.93519545,-18.35633765
32,47.22041223,-18.68149583
33,47.93875318,-18.17914992
34,47.65511387,-18.43657428
35,47.46147174,-18.84873104
36,47.36789662,-18.7270759
37,47.49550542,-18.82537391
38,47.67683871,-18.65662373
39,47.67478969,-18.86543488
40,47.60403869,-18.78125096
41,47.55375577,-18.86377278
42,47.5776189,-18.90520039
43,47.64302345,-18.93345834
44,47.46956354,-18.91596632
45,47.46821216,-18.96695706
46,47.53417828,-18.97717529
47,47.56491872,-19.07234638
48,47.63924286,-19.14623768
49,47.03945232,-19.84239082
50,47.0322847,-19.84411057
51,47.00933735,-19.86521389
52,47.04315123,-19.86822864
53,47.02364689,-19.86935031
54,46.99532028,-19.90171616
55,47.03513845,-19.87651601
56,47.06157483,-19.91034311
57,47.42853551,-19.3864136
58,46.8666743,-19.38787165
59,46.9539171,-19.41507072
60,46.31191259,-19.64903072
61,47.32282688,-19.66680028
62,47.30581591,-19.72685655
63,46.8356285,-19.87129595
64,47.14684098,-19.79829896
65,47.35749381,-19.31906913
66,47.3238566,-19.36942731
67,47.57587653,-19.40861074
68,47.63057686,-19.5136622
69,47.70460523,-19.5829295
70,47.0837412,-19.34456725
71,47.00220925,-19.4840079
72,46.81854203,-19.49296203
73,46.9615705,-19.60954929
74,46.22630628,-19.60682529
75,46.50896598,-19.49018776
76,46.53067936,-19.58040621
77,47.33614424,-19.52208259
78,47.43133902,-19.51770609
79,47.52887804,-19.54668928
80,47.2148339,-19.61463989
81,47.57540862,-19.72729386
82,47.48774479,-19.72491815
83,46.93532927,-19.74785224
84,46.74185244,-19.74341876
85,46.64176786,-19.6477033
86,46.74702805,-19.87795777
87,46.86589966,-20.16565804
88,46.51449181,-20.20292986
89,47.13872789,-19.6039505
90,46.99066177,-19.69237025
91,47.02102854,-19.64578417
92,46.98560282,-19.94109283
93,47.14696501,-19.88189836
94,47.27422359,-19.86061767
95,47.37271069,-19.95959005
96,47.10504547,-20.09879117
97,46.91556514,-18.95046598
98,47.1816498,-19.00299876
99,47.20733401,-19.02817737
100,47.35002724,-18.9686165
101,47.2820599,-19.05437828
102,47.33201692,-19.02218715
103,46.74370684,-19.09912509
104,46.75364352,-19.15054417
105,46.9313676,-18.9209025
106,46.85008761,-18.86218355
107,46.92098879,-19.04538461
108,46.63241155,-18.86395388
109,46.72312014,-18.97164196
110,46.61054808,-18.9101028
111,47.0051533,-19.15346558
112,46.79258166,-18.84483965
113,47.04848314400,-18.80921310550
114,47.15614184,-18.77292532
115,47.31946663,-18.90238232
116,47.39334576,-18.9268631
117,47.24789859,-19.06129944
118,47.34241449,-19.07342991
119,47.12765939,-19.12954581
120,47.32393956,-19.18137391
121,47.39135432,-19.2728681
122,47.17504237,-19.31221057
123,46.75216122,-19.07108287
124,46.57403649,-19.15144219
125,46.85857947,-19.21074545
126,46.52520108,-19.12192766
127,46.3432399,-19.22997202
128,46.54705568,-19.27878242
129,46.04504625,-18.76441244
130,46.04643534,-18.76805867
131,46.05521683,-18.78004166
132,46.66286794,-18.41813523
133,46.6389725,-18.47305836
134,45.54995352,-18.31481347
135,46.17364943,-18.47906138
136,46.21384431,-18.6003898
137,46.21774809,-18.74486077
138,46.48009323,-18.71202016
139,46.44511869,-18.8521276
140,45.97512596,-18.6585753
141,46.11328964,-18.78940656
142,46.08886755,-18.94453732
143,46.37200053,-18.98451043
144,46.41926209,-18.95544884
145,46.45683506,-19.01819584
146,46.20594842,-19.11838367
147,46.34584598,-19.05386171
148,46.15377886,-19.36214361
149,46.12151435,-19.03168454
150,45.98711932,-19.04789314
151,45.96365226,-19.19847514
152,46.01181514,-19.01169285
153,45.75465168,-19.02758898
154,46.85597676,-18.6067536
155,46.91236012,-18.60022163
156,46.12871428,-18.28849246
157,46.39780309,-17.87119036
158,46.42732185,-18.02999257
159,45.82397024,-18.35466711
160,46.41575792,-18.51830983
161,47.0866449,-21.45799593
162,47.08517374,-21.465921
163,47.08549911,-21.4371605
164,47.08944678,-21.44758759
165,47.10733345,-21.44835095
166,47.07495813,-21.42380646
167,47.06291277,-21.4886237
168,46.49556494,-21.1083988
169,46.62957847,-21.21226384
170,47.18663739,-21.38218969
171,47.13308232,-21.68497667
172,46.90729073,-21.84422762
173,47.03357726,-22.07047994
174,47.24005537,-21.1433209
175,47.06576673,-21.07160739
176,47.23570928,-20.96322544
177,47.03935374,-21.14030139
178,47.07668588,-20.9729327
179,47.23226744,-20.84019755
180,46.27768637,-20.9905986
181,46.57280056,-21.38757475
182,46.8654423,-21.09649758
183,46.92981606,-21.36160689
184,46.85040454,-21.46875937
185,46.96869235,-21.14148386
186,47.23989464,-21.34772504
187,47.26178523,-21.42090734
188,47.36117369,-21.47472935
189,47.09987039,-21.38893996
190,47.30021039,-21.76053926
191,46.82416739,-21.55192509
192,46.99582401,-21.64465735
193,47.11142565,-21.75449491
194,47.16069302,-21.9256802
195,47.0458841,-21.87159157
196,46.9801846,-21.87280451
197,46.84357599,-21.82453265
198,46.66808298,-21.97932849
199,46.48838237,-21.90272788
200,46.2807991,-21.76633363
201,47.25430503,-20.52217494
202,47.24647469,-20.53794713
203,47.35050916,-20.21489612
204,47.37708727,-20.2306396
205,46.80291906,-20.55028926
206,46.96859098,-20.62990663
207,47.07446236,-20.76804925
208,47.05811888,-20.33531454
209,47.24508635,-20.48465123
210,47.30579305,-20.47903724
211,47.3392607,-20.5385431
212,47.37160519,-20.58506949
213,47.52175762,-20.66950505
214,47.22079775,-20.62886679
215,47.27595784,-20.74278248
216,47.26887129,-20.07935398
217,47.4791064,-20.06879449
218,47.49990419,-20.21048438
219,47.32112684,-20.35744886
220,47.47498804,-20.34017358
221,47.46769818,-20.42219684
222,47.33099303,-20.46090135
223,46.188891,-20.39133259
224,46.247562,-20.60799468
225,46.66523233,-20.49021012
226,46.90628621,-20.27154474
227,47.00550659,-20.3192399
228,46.96431566,-20.55969069
229,46.83552437,-20.97554004
230,47.09761828,-20.66524539
231,47.09391259,-20.87577808
232,47.01770514,-20.93730581
233,48.02126563,-22.13528039
234,48.00624848,-22.15036969
235,48.35054127,-21.20836777
236,48.3245221,-21.24162008
237,47.77192264,-21.14505776
238,47.51632676,-21.92830905
239,47.8247506,-22.34162654
240,48.00375327,-21.92153468
241,47.8653356,-21.93084824
242,47.9971821,-21.85711452
243,47.76633169,-22.09173443
244,47.82605911,-22.21953336
245,47.72135347,-21.69923593
246,47.73356076,-22.01339285
247,47.93905307,-21.76274781
248,48.06810479,-21.74674442
249,47.74266409,-21.72554506
250,47.7283378,-21.9378037
251,47.86288784,-22.05183586
252,48.29204243,-20.43522115
253,48.41283951,-20.49336303
254,48.11890782,-20.55711089
255,48.04565607560,-20.70589631630
256,48.32493762,-20.59643392
257,48.42428735,-20.70801716
258,48.25036781,-20.80243891
259,48.13089982,-20.7838923
260,48.12092459,-20.89897303
261,48.01043926,-21.07717203
262,47.85652509,-21.09033502
263,48.29843793,-21.1133086
264,47.97885344,-21.19013789
265,48.02171505,-21.34675566
266,48.22060955,-21.606889
267,47.93913434,-21.64268474
268,47.86447507,-20.73086854
269,47.70757218,-20.94739543
270,47.57126909,-21.29463489
271,47.75375976,-21.34556776
272,47.49850532,-21.65848729
273,47.4363327,-21.94436636
274,47.58867625,-22.25068537
275,47.37166891,-22.29851501
276,47.74918212,-22.30545802
277,47.44888417,-22.3326118
278,47.640967,-22.37918283
279,47.84840823,-22.38150576
280,47.90528611,-22.41839914
281,46.13504806,-22.38912147
282,46.12565186,-22.40111223
283,46.11347052,-22.40690965
284,46.86767416,-22.49369989
285,46.80782034,-22.56351888
286,46.66010251,-22.99723317
287,46.45199821,-23.15036249
288,46.27271037,-22.26536053
289,46.41858182,-22.42610608
290,46.301058,-22.34763139
291,46.43271805,-22.53364847
292,46.27553197,-22.83064112
293,46.10853735,-22.34454424
294,46.03601864,-22.14443519
295,46.09894222,-22.23583022
296,45.78193976,-22.50335586
297,45.68350966,-22.13528221
298,45.57785452,-22.66336285
299,45.4854636,-22.53896015
300,45.41393598,-21.93750444
301,45.12741451,-22.8948266
302,45.08493374,-22.70821762
303,45.21521762,-22.69956231
304,46.20569656,-21.99272595
305,46.03901659,-22.67751801
306,46.6772731,-22.21024681
307,46.89903898,-22.79544469
308,46.95063853,-22.62846846
309,46.7220671,-22.82206429
310,46.51649045,-22.70533883
311,46.89689177,-22.88924605
312,46.70084324,-23.63127868
313,47.82684679,-22.8236382
314,47.34981695,-22.82286843
315,47.60942434,-23.35194355
316,47.07747873,-23.51490503
317,46.88187123,-23.84776613
318,47.73965292,-22.5754084
319,47.61802426,-22.52888418
320,47.69196726,-22.59280388
321,47.75314607,-22.67819513
322,47.82026178,-22.73087393
323,47.68938565,-22.67707904
324,47.48727863,-22.6676047
325,47.53421493,-22.77052405
326,47.76206024,-22.7330348
327,47.75650528,-22.90649361
328,47.65724634,-22.86715142
329,47.59493317,-22.89080788
330,47.53630672,-23.01218196
331,47.74290005,-23.14330545
332,47.54685587,-23.08309857
333,47.42101789,-22.36344505
334,47.36081861,-22.57482178
335,47.55328285,-22.48675399
336,47.34505256,-22.76233102
337,47.30999963,-23.02280374
338,47.43711373,-23.07231824
339,47.36260553,-23.17999709
340,47.50334859,-23.24391561
341,47.63915225,-23.19378488
342,47.67147894,-23.3025428
343,47.57180491,-23.35875498
344,47.24055727,-23.41402309
345,47.55239863,-23.39176235
346,47.52545123,-23.54918517
347,47.48058994,-23.59186123
348,47.48330874,-23.6692367
349,47.47477587,-23.90637593
350,46.9397142,-23.37628496
351,46.87206024,-23.88353042
352,46.80189928,-23.95401862
353,49.39634829,-18.10946879
354,49.41457477,-18.13666976
355,49.39713996,-18.1443454
356,49.3716696,-18.1492736
357,49.39928447,-18.14659158
358,49.39416997,-18.14982679
359,49.38735865,-18.1590893
360,49.39328282,-18.1594144
361,49.41376751,-18.15861574
362,49.39939876,-18.17081595
363,49.38231857,-18.11003605
364,49.38360019,-18.17473418
365,49.05199972,-18.82096132
366,48.55507107,-19.40870712
367,48.747823,-19.868412
368,48.73333244,-19.9470326
369,49.38572488,-17.65951671
370,49.36382333,-17.80925163
371,48.88571814,-18.07282019
372,49.40802388,-18.04395231
373,49.29554745,-18.23390215
374,48.99662149,-18.40667868
375,49.12239436,-18.59008464
376,49.08163772,-18.72897145
377,48.68622913,-18.98525863
378,49.07480185,-18.97954078
379,48.82858094,-19.23654162
380,48.70916746,-19.37653635
381,48.8690845,-19.58520051
382,48.79907625,-19.66042505
383,48.34740879,-19.79984578
384,48.63765023,-19.88659062
385,48.44871031,-20.0205289
386,48.68441029,-20.03538029
387,48.37726902,-20.09110091
388,48.56273959,-20.23339667
389,48.25822454,-20.28950295
390,48.08598572,-20.31756184
391,47.75741972,-20.09314123
392,47.8080372,-20.37004132
393,49.40150275,-17.38426075
394,49.74922712,-15.43270335
395,49.73213461,-15.44426002
396,49.779796,-16.17762978
397,49.51799725,-17.03311824
398,49.92943625,-16.88987199
399,49.16370743,-17.46582338
400,49.22043389,-17.52349003
401,49.47734821,-17.0950256
402,49.29638287,-17.15553183
403,49.3967927,-17.24229957
404,49.16845061,-17.29578604
405,49.32390265,-17.26831667
406,49.33777372,-17.38152625
407,49.36522315,-17.53547022
408,49.70079597,-15.31512312
409,49.53028858,-15.02159915
410,49.87957212,-15.4031813
411,49.56234422,-15.55816976
412,49.5681129,-15.75114361
413,49.23994207,-15.98256361
414,49.44968848,-16.16634644
415,49.84248534,-16.20458821
416,49.61197331,-16.34362904
417,49.80997028,-16.40873532
418,49.48863102,-16.89626901
419,49.11346799,-16.90622992
420,49.42660944,-16.76500283
421,49.11633111,-17.57444814
422,49.26138049,-17.38962146
423,49.12066926,-17.41404871
424,49.15024988,-17.67427367
425,48.40724951,-17.81544134
426,48.42517907,-17.83050209
427,48.57089607,-17.02797099
428,48.16327495,-17.48635335
429,48.24223035,-18.92500192
430,48.22621477,-18.93846612
431,48.16633461,-19.28257262
432,48.44159716,-17.76909441
433,48.40086952,-17.93240817
434,48.17957747,-17.91007835
435,48.50582292,-17.9309447
436,48.44943692,-18.16657425
437,48.61679548,-17.49931073
438,48.02209764,-17.98359627
439,48.24256859,-16.42430684
440,48.30932807,-16.82853714
441,48.7963804,-17.37170091
442,48.45276006,-17.30703833
443,48.50711952,-17.45869963
444,48.28726471,-17.47372463
445,48.23593006,-17.64458927
446,48.22173481,-17.73046422
447,48.18139393,-17.79505575
448,48.27064318,-18.44385456
449,48.03179154,-18.60635825
450,47.96227357,-18.78590312
451,48.06884827,-18.82293987
452,48.02163012,-19.08372219
453,48.36940551,-18.9472429
454,48.50159976,-19.24565549
455,48.09420537,-19.55188744
456,48.19835208,-19.71661273
457,46.32161414,-15.69704712
458,46.31805346,-15.71049743
459,46.30515729,-15.71938994
460,46.33127028,-15.72064338
461,46.3253312,-15.69445485
462,46.34565612,-15.71176449
463,46.32933157,-15.7141291
464,46.35628697,-15.7173723
465,46.46610809,-15.63885815
466,46.03031111,-16.13099066
467,46.6483433,-16.09303614
468,46.65477484,-16.11967219
469,45.43172415,-16.2538935
470,46.71754952,-16.46737927
471,46.82745427,-15.48350148
472,47.12143336,-15.74814273
473,47.00848936,-15.78016289
474,45.84258853,-15.90884493
475,45.92083468,-16.41332724
476,47.11604214,-16.1406939
477,46.72457755,-16.13103271
478,46.66191645,-16.17866135
479,46.50108882,-16.10722431
480,46.29619618,-16.35322886
481,45.65728721,-16.79718814
482,47.16599793,-16.30944524
483,47.20495699,-16.5540251
484,46.9434798,-16.43062326
485,46.86063853,-16.39465014
486,46.85927265,-16.50478224
487,46.55638752,-16.36364291
488,46.53007019,-16.52881019
489,47.97992129,-14.87329168
490,47.98348834,-14.892761
491,48.75268858,-14.54655421
492,48.54503899,-15.25957546
493,48.82931936,-15.84004456
494,47.65736788,-16.08296567
495,48.37611745,-14.79719771
496,48.02016078,-14.90987315
497,47.85666496,-15.01454001
498,47.96909874,-15.37560185
499,48.09906467,-14.49790196
500,48.27295934,-14.06999389
501,47.71144122,-15.38056312
502,48.34675016,-14.25906199
503,48.67718678,-14.49577768
504,48.90582963,-14.43970984
505,48.8110413,-14.33164364
506,48.93763151,-14.85741718
507,48.45663049,-14.90035815
508,48.49941633,-15.43846813
509,48.30045956,-15.52710344
510,48.85197607,-15.26823116
511,49.02082448,-15.1352103
512,49.27455829,-14.84639797
513,47.58120319,-15.77384027
514,48.25545689,-15.76772527
515,47.76649677,-15.85664735
516,47.84611663,-15.6201124
517,47.29823484,-15.78488195
518,48.79040078,-15.52611283
519,48.58608179,-15.73069638
520,48.96571825,-15.81987025
521,48.62090883,-15.96713754
522,48.95386311,-15.97066488
523,48.81971406,-16.27912464
524,47.62971116,-15.84428883
525,47.73657917,-15.92717872
526,47.72627464,-16.09748563
527,47.4430663,-16.10049808
528,47.46743085,-16.31063359
529,46.83190124,-16.94606696
530,46.84143136,-16.97301056
531,47.82956325,-16.73442088
532,47.64996293,-16.79760623
533,47.58167317,-16.88159715
534,46.16598654,-17.46570496
535,46.79338986,-16.71574908
536,46.99888152,-16.75368548
537,46.8971575,-16.82043502
538,46.98001364,-16.75262304
539,46.88104784,-16.84904413
540,46.82850804,-16.90197621
541,46.84019415,-17.02727247
542,46.59522777,-17.00440974
543,46.56737468,-17.17326077
544,46.47420019,-17.24423513
545,46.85712051,-17.18491577
546,46.94971465,-17.29911618
547,46.97845399,-17.49093347
548,46.93775224,-17.61369645
549,46.92490985,-17.72202536
550,47.32571649,-17.73100362
551,47.5027891,-16.48285281
552,47.6378511,-16.6700463
553,47.52939512,-16.75932982
554,47.55633057,-17.13413348
555,47.67011444,-17.33604734
556,47.82051208,-17.43282476
557,47.92664661,-17.81375129
558,47.20710328,-17.12272176
559,45.9556814,-17.42928562
560,46.00269997,-17.68704725
561,44.04455769,-18.08143313
562,44.03116034,-18.07483215
563,44.48530185,-16.74655438
564,45.47295393,-17.56483996
565,45.65824196,-17.70608927
566,45.68347921,-17.67143719
567,45.14466505,-17.72601195
568,44.94289264,-17.81999253
569,44.5316184,-18.51082464
570,44.60410966,-18.66918422
571,44.50803104,-18.81187083
572,44.32748877,-17.02275355
573,44.10182913,-17.42814667
574,44.11404309,-17.46051511
575,44.10808008,-17.63004974
576,44.27978524,-17.71171832
577,44.48145264,-18.0120296
578,44.09896338,-18.14161939
579,44.18214155,-18.24728884
580,44.68270936,-17.01156563
581,45.05518418,-16.63715943
582,44.81958495,-17.21985967
583,44.87173592,-16.34627355
584,45.14702223,-17.1342456
585,45.85997243,-17.49643444
586,45.65046976,-17.74275265
587,45.56043306,-17.97227222
588,44.67349698,-18.02282832
589,45.2496374,-18.10016339
590,44.79859352,-18.59599776
591,44.41413666,-18.82564715
592,44.47056699,-19.12610513
593,43.68094076,-23.35209738
594,43.67266004,-23.35756625
595,43.68390634,-23.34028537
596,43.66464147,-23.3468289
597,45.33062807,-21.43062228
598,43.36182366,-21.7456451
599,44.5079034,-22.28942743
600,44.51769608,-22.87598505
601,44.76781869,-23.00411966
602,44.3102408,-23.74642099
603,44.59974934,-23.83646959
604,44.34976635,-24.73865539
605,44.76984955,-21.45444943
606,43.72605373,-22.16579909
607,43.64989153,-21.54556544
608,43.73219965,-21.64541379
609,43.80611056,-22.0506483
610,43.71501231,-22.37212826
611,44.58127037,-22.49907774
612,44.36278975,-22.83902335
613,44.19722968,-22.93294349
614,44.89046685,-22.9296529
615,43.60806646,-22.52458306
616,43.61053071,-22.79632378
617,43.66719393,-22.84420004
618,43.74044394,-23.22057377
619,43.71141253,-23.31522055
620,43.93559774,-23.44557744
621,44.02583502,-23.5538846
622,44.86686787,-23.48697213
623,44.56061154,-23.25986667
624,44.37471806,-23.38820871
625,44.33766922,-23.54917097
626,44.76207078,-23.5662676
627,44.49232196,-23.58661237
628,44.02091924,-23.83791786
629,44.39840177,-24.00707599
630,44.89765561,-23.88739556
631,44.85322373,-23.97175852
632,45.02367129,-24.11708005
633,44.32836606,-24.05903666
634,44.7169687,-24.44016479
635,44.48845859,-24.35962676
636,45.04385273,-24.39854448
637,43.70734414,-24.30486948
638,44.11867863,-24.95476446
639,44.89023228,-24.69041376
640,44.34908436,-25.12658477
641,46.06146831,-25.17198938
642,46.08066758,-25.18331758
643,46.04604024,-25.26420833
644,45.29245449,-24.23243169
645,44.90063102,-25.13321601
646,45.44092626,-25.17600319
647,45.43351194,-25.28186279
648,46.20122105,-25.07160646
649,46.18989054,-25.19600901
650,45.61699286,-24.56323695
651,45.51806489,-24.72557284
652,45.53558394,-24.96639852
653,45.71925121,-24.62115829
654,45.9115593,-25.16126698
655,45.843743,-25.37628545
656,45.79308208,-25.25444495
657,45.25336848,-23.8830946
658,45.39717318,-24.02455857
659,45.68086702,-24.18334082
660,45.45890652,-24.34285685
661,45.08893156,-24.26763733
662,45.66051072,-24.38472439
663,45.32345912,-24.49636467
664,45.29847119,-24.70825077
665,45.38696202,-24.60764115
666,45.34282953,-24.78170459
667,45.16404253,-25.26350211
668,44.81371345,-25.16265717
669,45.04246852,-25.48688314
670,45.39152969,-25.34707697
671,45.59714505,-25.52416928
672,45.25814782,-25.51383231
673,46.98974468,-25.02024468
674,46.9786452,-25.02784292
675,46.98163149,-25.03303415
676,46.10181665,-23.30354898
677,46.47331641,-25.04405881
678,46.42291918,-25.10230775
679,47.21148774,-24.08941486
680,47.24477752,-24.30494651
681,46.96416956,-24.53373076
682,47.06273599,-24.63064496
683,46.91005081,-24.74516787
684,46.93376737,-24.85114773
685,46.91291593,-25.00183612
686,46.66084997,-24.98514682
687,46.7927626,-25.01966719
688,45.82075704,-22.70278993
689,45.69607292,-22.94692302
690,45.87315021,-23.07835034
691,45.54151696,-23.32779994
692,45.74160634,-23.30655551
693,45.82537653,-23.50000524
694,45.59830931,-23.54434373
695,46.19762917970,-23.67802682170
696,45.5805849,-23.8163725
697,45.75116058,-23.83266239
698,46.12887062,-24.06885341
699,46.69406549,-24.07147405
700,46.81054299,-24.48104719
701,46.27720193,-24.46339523
702,46.51873612,-24.64749667
703,46.20080789,-24.57350506
704,46.48549187,-25.06922897
705,44.29060834,-20.28530016
706,44.28159192,-20.29582989
707,45.45701043,-19.44467409
708,44.55743425,-19.55652426
709,44.54473757,-19.70134901
710,44.67749753,-20.37760093
711,44.32492023,-21.43093046
712,44.41088263,-20.16821677
713,44.35201416,-20.2949285
714,44.4259054,-20.30757752
715,44.46306701,-20.57373585
716,44.12472322,-20.50472281
717,45.2938431,-18.7729769
718,45.40698237,-19.64404857
719,45.3178038,-19.69187643
720,45.45782381,-19.95253576
721,45.61590591,-20.12996107
722,44.95477218,-19.63423398
723,44.61877857,-19.62523218
724,44.84780649,-19.78030953
725,45.14963141,-20.06187818
726,44.8379853,-20.3122303
727,44.63536103,-20.29821997
728,44.80459905,-20.41130745
729,45.27905838,-20.33433576
730,45.5917506,-20.34636182
731,44.83728771,-21.079302
732,44.35943868,-21.56830147
733,44.41836102,-21.41096395
734,43.86477037,-21.69031499
735,43.80825857,-21.3052378
736,44.58220769,-21.51436173
737,49.29893196920,-12.27795798950
738,49.28633942360,-12.29022454380
739,49.28518393460,-12.30136730380
740,49.29983383380,-12.31164268730
741,49.28300283320,-12.29378757540
742,49.01400582,-13.16141956
743,49.04784689,-13.19171992
744,49.03840533,-13.20309997
745,48.25551623,-13.3899839
746,48.26870008,-13.40198167
747,48.20714994,-13.28285278
748,48.21046931,-13.39862347
749,48.41696659,-13.59655459
750,48.44872308,-13.66476122
751,48.45967899,-13.67134791
752,48.45581103,-13.70633769
753,49.31047504,-12.38388097
754,49.42763883,-12.46346163
755,49.34242175,-12.68224859
756,49.24260981,-12.75122219
757,48.9009007,-12.9888741
758,49.10560108500,-13.15106044580
759,49.38143342,-13.26138368
760,48.91610065,-13.18194808
761,48.8406084,-13.25302583
762,48.8050699,-13.54468669
763,48.91909183,-13.08781789
764,48.51971996,-13.80812731
765,48.28073301,-13.82833145
766,48.34372477,-13.74998896
767,48.05581914,-13.73342475
768,48.50921789,-14.08319052
769,50.10877438,-14.27660021
770,50.14782327,-14.26467702
771,50.17785916,-14.30160358
772,49.65036572,-14.65363812
773,50.24026766,-14.84997182
774,50.27887597,-14.89881501
775,50.27404501,-14.91870014
776,50.12332174,-14.06668791
777,49.99332875,-14.18060695
778,49.72720812,-14.00791973
779,49.68924274,-14.06884586
780,49.7832087,-14.18379669
781,49.987852,-14.2916666
782,49.8889899,-14.35471021
783,50.08837313,-14.45031126
784,49.83571862,-13.00795034
785,49.75398639,-13.32825524
786,49.6568869,-13.62283398
787,50.07056089,-13.75386989
788,49.73411786,-13.88079492
789,50.00446017,-13.87365285
790,49.95971658,-13.99417186
791,49.64406086,-14.32064847
792,49.69545854,-14.58452944
793,49.48296098,-14.60580082
794,49.80165451,-14.6743421
795,50.06086095,-14.60591404
796,50.18558332,-14.79203396
797,49.8532009,-15.01243963
798,50.27867778,-14.997505
799,50.14685049,-15.18662498
800,50.23014399,-15.47711475
