cluster_nb,Longitude,Latitude,year,wealth_index
1,47.50284713,-18.9035981,2018.0,1.5688815898812885
2,47.51456889,-18.90422764,2018.0,1.9484864450345125
3,47.50846729,-18.90744,2018.0,1.9797213830103302
4,47.5126883,-18.91407082,2018.0,1.8874042574796417
5,47.53946856,-18.91736051,2018.0,1.556700874425398
6,47.56081754,-18.91492177,2018.0,1.714024730197785
7,47.53499032,-18.92934698,2018.0,0.7841112425771953
8,47.53961181,-18.93961462,2018.0,1.654791679045409
9,47.51693971,-18.89104647,2018.0,1.5481289750163272
10,47.53047844,-18.89947356,2018.0,1.8789707059193566
11,47.53449771,-18.90522793,2018.0,1.3375463219285568
12,47.49544911,-18.92767747,2018.0,1.6603340688653088
13,47.51496554,-18.92429933,2018.0,1.6853552843683308
14,47.5205143,-18.94056744,2018.0,1.7074155583760608
15,47.51803638,-18.93437408,2018.0,1.2840231497357064
16,47.51652043,-18.85344166,2018.0,0.7436273984579062
17,47.51969806,-18.8713595,2018.0,1.993364889746382
18,47.54073567,-18.88449341,2018.0,1.9064667966680686
19,47.53096242,-18.8892483,2018.0,1.72259762381881
20,47.5467215,-18.89195975,2018.0,1.9611984597368708
21,47.54783452,-18.89743265,2018.0,1.8348404973387265
22,47.55183696,-18.91064341,2018.0,1.8165681939669434
23,47.4871185,-18.86002248,2018.0,0.7932937651520453
24,47.50114784,-18.87252304,2018.0,2.022667086695099
25,46.97794936,-18.30461716,2018.0,-0.6835615662537095
26,47.85843043,-18.46968687,2018.0,1.0726800995699437
27,47.80208658,-18.91150899,2018.0,1.823374550717579
28,47.55802583,-18.83458469,2018.0,1.8217186703049117
29,47.48739456,-18.91077471,2018.0,0.7142216288231635
30,47.60691172,-19.20904457,2018.0,1.2376485002695665
31,46.93519545,-18.35633765,2018.0,-0.08233215199251813
32,47.22041223,-18.68149583,2018.0,1.6562592181295364
33,47.93875318,-18.17914992,2018.0,0.8427949016813443
34,47.65511387,-18.43657428,2018.0,1.424576313838693
35,47.46147174,-18.84873104,2018.0,1.2739006093116336
36,47.36789662,-18.7270759,2018.0,0.04870556218745379
37,47.49550542,-18.82537391,2018.0,1.597979951833249
38,47.67683871,-18.65662373,2018.0,1.2114023640061489
39,47.67478969,-18.86543488,2018.0,1.5538473794336523
40,47.60403869,-18.78125096,2018.0,1.4043387027858591
41,47.55375577,-18.86377278,2018.0,1.9655232490132775
42,47.5776189,-18.90520039,2018.0,1.215992774955
43,47.64302345,-18.93345834,2018.0,0.6745202469166345
44,47.46956354,-18.91596632,2018.0,1.969846799765539
45,47.46821216,-18.96695706,2018.0,1.8827106812146601
46,47.53417828,-18.97717529,2018.0,1.0597103299510227
47,47.56491872,-19.07234638,2018.0,0.5419778207782433
48,47.63924286,-19.14623768,2018.0,1.1423198919592472
49,47.03945232,-19.84239082,2018.0,1.8793698871514501
50,47.0322847,-19.84411057,2018.0,1.709132150535318
51,47.00933735,-19.86521389,2018.0,1.0864224181299045
52,47.04315123,-19.86822864,2018.0,1.3449898060256895
53,47.02364689,-19.86935031,2018.0,1.5048804131816977
54,46.99532028,-19.90171616,2018.0,0.8932886120800559
55,47.03513845,-19.87651601,2018.0,1.5730043927727606
56,47.06157483,-19.91034311,2018.0,0.673520935707515
57,47.42853551,-19.3864136,2018.0,1.295626120521734
58,46.8666743,-19.38787165,2018.0,-0.0035297449839635877
59,46.9539171,-19.41507072,2018.0,1.8727545503220486
60,46.31191259,-19.64903072,2018.0,0.2468738094629952
61,47.32282688,-19.66680028,2018.0,1.8235549830538502
62,47.30581591,-19.72685655,2018.0,-0.2899611982033912
63,46.8356285,-19.87129595,2018.0,-0.2138040990009983
64,47.14684098,-19.79829896,2018.0,0.3537045889860173
65,47.35749381,-19.31906913,2018.0,1.5058689019662375
66,47.3238566,-19.36942731,2018.0,0.9723572812813959
67,47.57587653,-19.40861074,2018.0,1.236946593267428
68,47.63057686,-19.5136622,2018.0,-0.446970216190555
69,47.70460523,-19.5829295,2018.0,0.8412865305412436
70,47.0837412,-19.34456725,2018.0,0.793454638686012
71,47.00220925,-19.4840079,2018.0,0.5988903388577944
72,46.81854203,-19.49296203,2018.0,0.4949468623664494
73,46.9615705,-19.60954929,2018.0,-0.13958076762773627
74,46.22630628,-19.60682529,2018.0,0.3464890077807765
75,46.50896598,-19.49018776,2018.0,-0.7189908280102094
76,46.53067936,-19.58040621,2018.0,0.599860730810269
77,47.33614424,-19.52208259,2018.0,1.8956779492013938
78,47.43133902,-19.51770609,2018.0,1.3639611821083109
79,47.52887804,-19.54668928,2018.0,0.6815028325324957
80,47.2148339,-19.61463989,2018.0,0.7649670851983443
81,47.57540862,-19.72729386,2018.0,0.5882522835306784
82,47.48774479,-19.72491815,2018.0,-0.635129857162302
83,46.93532927,-19.74785224,2018.0,-0.8508955538572027
84,46.74185244,-19.74341876,2018.0,-0.00442171444000584
85,46.64176786,-19.6477033,2018.0,1.0390211292283666
86,46.74702805,-19.87795777,2018.0,0.1156117564730891
87,46.86589966,-20.16565804,2018.0,0.4456920033393273
88,46.51449181,-20.20292986,2018.0,-1.0809770521714077
89,47.13872789,-19.6039505,2018.0,-0.4697126077970884
90,46.99066177,-19.69237025,2018.0,0.5033492734797406
91,47.02102854,-19.64578417,2018.0,0.5871058966620573
92,46.98560282,-19.94109283,2018.0,0.09313470041929843
93,47.14696501,-19.88189836,2018.0,0.11077578779497557
94,47.27422359,-19.86061767,2018.0,0.10592377574237488
95,47.37271069,-19.95959005,2018.0,1.9659391018643642
96,47.10504547,-20.09879117,2018.0,1.7436497032465101
97,46.91556514,-18.95046598,2018.0,1.8844722869058854
98,47.1816498,-19.00299876,2018.0,1.2910620300241595
99,47.20733401,-19.02817737,2018.0,1.1690389068441533
100,47.35002724,-18.9686165,2018.0,1.7006937096247585
101,47.2820599,-19.05437828,2018.0,1.402636628007482
102,47.33201692,-19.02218715,2018.0,1.5191166194673287
103,46.74370684,-19.09912509,2018.0,1.5241688074348765
104,46.75364352,-19.15054417,2018.0,1.7151412899655925
105,46.9313676,-18.9209025,2018.0,1.6776251987826118
106,46.85008761,-18.86218355,2018.0,0.6002358311730556
107,46.92098879,-19.04538461,2018.0,1.9157445454445796
108,46.63241155,-18.86395388,2018.0,0.28509202957512586
109,46.72312014,-18.97164196,2018.0,1.6349284261870356
110,46.61054808,-18.9101028,2018.0,1.5864476304549662
111,47.0051533,-19.15346558,2018.0,1.4459791694772255
112,46.79258166,-18.84483965,2018.0,1.4071485030952715
113,47.04848314400,-18.80921310550,2018.0,1.5107241914716016
114,47.15614184,-18.77292532,2018.0,1.8250358279615033
115,47.31946663,-18.90238232,2018.0,1.6985660193423153
116,47.39334576,-18.9268631,2018.0,1.651236531404283
117,47.24789859,-19.06129944,2018.0,1.5946846557619652
118,47.34241449,-19.07342991,2018.0,0.5132809846035385
119,47.12765939,-19.12954581,2018.0,0.4303424868416702
120,47.32393956,-19.18137391,2018.0,1.2799532493206522
121,47.39135432,-19.2728681,2018.0,1.6963568764826922
122,47.17504237,-19.31221057,2018.0,1.6095422325953912
123,46.75216122,-19.07108287,2018.0,1.608959298008317
124,46.57403649,-19.15144219,2018.0,1.1417146316410156
125,46.85857947,-19.21074545,2018.0,1.5433767980128406
126,46.52520108,-19.12192766,2018.0,0.7217222283937134
127,46.3432399,-19.22997202,2018.0,1.8783030939947452
128,46.54705568,-19.27878242,2018.0,1.8614661151278529
129,46.04504625,-18.76441244,2018.0,1.6518499240623357
130,46.04643534,-18.76805867,2018.0,1.2829423417801022
131,46.05521683,-18.78004166,2018.0,-0.3635632036086396
132,46.66286794,-18.41813523,2018.0,0.33235551323605605
133,46.6389725,-18.47305836,2018.0,1.5007667460988714
134,45.54995352,-18.31481347,2018.0,1.763190722077602
135,46.17364943,-18.47906138,2018.0,1.7127055661892294
136,46.21384431,-18.6003898,2018.0,1.725276985382
137,46.21774809,-18.74486077,2018.0,0.8594577029354307
138,46.48009323,-18.71202016,2018.0,1.3820262892966932
139,46.44511869,-18.8521276,2018.0,1.358640940109995
140,45.97512596,-18.6585753,2018.0,1.5965575753342718
141,46.11328964,-18.78940656,2018.0,1.703433636757087
142,46.08886755,-18.94453732,2018.0,1.3293175243913309
143,46.37200053,-18.98451043,2018.0,0.7858995294090058
144,46.41926209,-18.95544884,2018.0,1.8345891518474553
145,46.45683506,-19.01819584,2018.0,-0.6076778619153942
146,46.20594842,-19.11838367,2018.0,1.4120965416452695
147,46.34584598,-19.05386171,2018.0,1.6747937505180468
148,46.15377886,-19.36214361,2018.0,0.3819607122673014
149,46.12151435,-19.03168454,2018.0,0.700092506241424
150,45.98711932,-19.04789314,2018.0,0.9188291865308001
151,45.96365226,-19.19847514,2018.0,1.0205575796328734
152,46.01181514,-19.01169285,2018.0,1.1949172184837382
153,45.75465168,-19.02758898,2018.0,-1.0179977497118582
154,46.85597676,-18.6067536,2018.0,0.4166090100662888
155,46.91236012,-18.60022163,2018.0,1.3419463832734357
156,46.12871428,-18.28849246,2018.0,1.5082411366621031
157,46.39780309,-17.87119036,2018.0,1.4388817953830635
158,46.42732185,-18.02999257,2018.0,1.4204918370872586
159,45.82397024,-18.35466711,2018.0,0.8433912403146012
160,46.41575792,-18.51830983,2018.0,1.8377435382798815
161,47.0866449,-21.45799593,2018.0,1.8395478515920345
162,47.08517374,-21.465921,2018.0,0.88243968866987
163,47.08549911,-21.4371605,2018.0,-0.9188065231073029
164,47.08944678,-21.44758759,2018.0,0.3839976664861866
165,47.10733345,-21.44835095,2018.0,-0.9891947819101276
166,47.07495813,-21.42380646,2018.0,-1.3602654014265885
167,47.06291277,-21.4886237,2018.0,-0.7878417460422945
168,46.49556494,-21.1083988,2018.0,-0.11480573620129494
169,46.62957847,-21.21226384,2018.0,-0.7182896021337073
170,47.18663739,-21.38218969,2018.0,-0.36848815478281044
171,47.13308232,-21.68497667,2018.0,-0.8207214562072328
172,46.90729073,-21.84422762,2018.0,-1.2198756384713452
173,47.03357726,-22.07047994,2018.0,-0.997315579295214
174,47.24005537,-21.1433209,2018.0,-0.5733768692509776
175,47.06576673,-21.07160739,2018.0,-1.2089338019689675
176,47.23570928,-20.96322544,2018.0,-1.2235220918104919
177,47.03935374,-21.14030139,2018.0,-1.3846850454454727
178,47.07668588,-20.9729327,2018.0,-1.0718296870698703
179,47.23226744,-20.84019755,2018.0,0.43559734086205665
180,46.27768637,-20.9905986,2018.0,-0.7567264467056738
181,46.57280056,-21.38757475,2018.0,-0.9618662451904668
182,46.8654423,-21.09649758,2018.0,-1.0826222788843256
183,46.92981606,-21.36160689,2018.0,-0.8540037761239637
184,46.85040454,-21.46875937,2018.0,-0.958261018480017
185,46.96869235,-21.14148386,2018.0,-1.1105145206151754
186,47.23989464,-21.34772504,2018.0,-0.17032692778609665
187,47.26178523,-21.42090734,2018.0,0.19226927104173366
188,47.36117369,-21.47472935,2018.0,-0.4884309916274592
189,47.09987039,-21.38893996,2018.0,0.2648017277757441
190,47.30021039,-21.76053926,2018.0,0.4295171287329466
191,46.82416739,-21.55192509,2018.0,0.3834258711976843
192,46.99582401,-21.64465735,2018.0,-1.0060925690571065
193,47.11142565,-21.75449491,2018.0,-1.1522855978386708
194,47.16069302,-21.9256802,2018.0,0.1562605571622732
195,47.0458841,-21.87159157,2018.0,-0.18436994167580326
196,46.9801846,-21.87280451,2018.0,1.7359240032479122
197,46.84357599,-21.82453265,2018.0,1.7258197230023586
198,46.66808298,-21.97932849,2018.0,-0.31936898157381777
199,46.48838237,-21.90272788,2018.0,0.05692463338872561
200,46.2807991,-21.76633363,2018.0,1.459353370570918
201,47.25430503,-20.52217494,2018.0,0.9842326905435952
202,47.24647469,-20.53794713,2018.0,0.07807896260945763
203,47.35050916,-20.21489612,2018.0,-1.2010276628479084
204,47.37708727,-20.2306396,2018.0,0.9118348482168175
205,46.80291906,-20.55028926,2018.0,1.3479579041348684
206,46.96859098,-20.62990663,2018.0,1.25075560362303
207,47.07446236,-20.76804925,2018.0,-1.129883070558765
208,47.05811888,-20.33531454,2018.0,0.8500321206746844
209,47.24508635,-20.48465123,2018.0,-0.19178810635509072
210,47.30579305,-20.47903724,2018.0,-0.48423160771523194
211,47.3392607,-20.5385431,2018.0,-0.558085725923431
212,47.37160519,-20.58506949,2018.0,-0.11177128114376696
213,47.52175762,-20.66950505,2018.0,-1.3005206598685228
214,47.22079775,-20.62886679,2018.0,-0.5026854076465265
215,47.27595784,-20.74278248,2018.0,-0.4052046402744221
216,47.26887129,-20.07935398,2018.0,-0.4422166460994684
217,47.4791064,-20.06879449,2018.0,0.7769322966016395
218,47.49990419,-20.21048438,2018.0,1.560428331590856
219,47.32112684,-20.35744886,2018.0,1.102446504087096
220,47.47498804,-20.34017358,2018.0,-0.7032723674100617
221,47.46769818,-20.42219684,2018.0,1.655541565961719
222,47.33099303,-20.46090135,2018.0,1.0979461023672341
223,46.188891,-20.39133259,2018.0,0.3417730492987487
224,46.247562,-20.60799468,2018.0,0.20126977268911395
225,46.66523233,-20.49021012,2018.0,1.0614129368037488
226,46.90628621,-20.27154474,2018.0,0.30067677838579715
227,47.00550659,-20.3192399,2018.0,-0.05138235724826204
228,46.96431566,-20.55969069,2018.0,-0.7257402985263645
229,46.83552437,-20.97554004,2018.0,-0.3672019518357393
230,47.09761828,-20.66524539,2018.0,-0.5218866845487177
231,47.09391259,-20.87577808,2018.0,-1.220989947849267
232,47.01770514,-20.93730581,2018.0,-1.204853193748455
233,48.02126563,-22.13528039,2018.0,-1.370055582351379
234,48.00624848,-22.15036969,2018.0,-1.1929706749678748
235,48.35054127,-21.20836777,2018.0,-1.1194171611953572
236,48.3245221,-21.24162008,2018.0,-1.1241284663189324
237,47.77192264,-21.14505776,2018.0,-0.7240379958569189
238,47.51632676,-21.92830905,2018.0,-0.6368090806455755
239,47.8247506,-22.34162654,2018.0,-0.39057333648013354
240,48.00375327,-21.92153468,2018.0,-0.7111843856418619
241,47.8653356,-21.93084824,2018.0,-1.0812238612654075
242,47.9971821,-21.85711452,2018.0,-1.3440953030449208
243,47.76633169,-22.09173443,2018.0,-0.7262311190971741
244,47.82605911,-22.21953336,2018.0,-1.0877763564540819
245,47.72135347,-21.69923593,2018.0,-1.128055336395781
246,47.73356076,-22.01339285,2018.0,-1.4021010729384413
247,47.93905307,-21.76274781,2018.0,-0.06310169677728768
248,48.06810479,-21.74674442,2018.0,-1.3781489994290699
249,47.74266409,-21.72554506,2018.0,-1.2769341642307668
250,47.7283378,-21.9378037,2018.0,-0.8842245758923767
251,47.86288784,-22.05183586,2018.0,-0.970679974206133
252,48.29204243,-20.43522115,2018.0,-0.22570234873733797
253,48.41283951,-20.49336303,2018.0,-0.5181753093185603
254,48.11890782,-20.55711089,2018.0,-0.8697468999211435
255,48.04565607560,-20.70589631630,2018.0,-0.7396261429100296
256,48.32493762,-20.59643392,2018.0,-0.44655197909688227
257,48.42428735,-20.70801716,2018.0,-1.3648435693581258
258,48.25036781,-20.80243891,2018.0,-0.19401795804338667
259,48.13089982,-20.7838923,2018.0,-1.2353247347812915
260,48.12092459,-20.89897303,2018.0,-0.0671712733163672
261,48.01043926,-21.07717203,2018.0,0.02597317741658322
262,47.85652509,-21.09033502,2018.0,0.28755659381550136
263,48.29843793,-21.1133086,2018.0,-0.43531501769404024
264,47.97885344,-21.19013789,2018.0,-0.3535701390840887
265,48.02171505,-21.34675566,2018.0,-1.2102508091249806
266,48.22060955,-21.606889,2018.0,-1.361343467049634
267,47.93913434,-21.64268474,2018.0,-1.3272844188922306
268,47.86447507,-20.73086854,2018.0,-1.3581950344758615
269,47.70757218,-20.94739543,2018.0,-1.3335726349293209
270,47.57126909,-21.29463489,2018.0,-1.0030918302321377
271,47.75375976,-21.34556776,2018.0,-1.1199329191719545
272,47.49850532,-21.65848729,2018.0,0.464237845752343
273,47.4363327,-21.94436636,2018.0,1.3259994432612165
274,47.58867625,-22.25068537,2018.0,0.296974150355566
275,47.37166891,-22.29851501,2018.0,-1.2728961320242582
276,47.74918212,-22.30545802,2018.0,-1.3582322209700752
277,47.44888417,-22.3326118,2018.0,-1.3742527816834866
278,47.640967,-22.37918283,2018.0,-1.1812277512260103
279,47.84840823,-22.38150576,2018.0,-1.3707869944728728
280,47.90528611,-22.41839914,2018.0,-0.6910601466027372
281,46.13504806,-22.38912147,2018.0,-1.1723986988011383
282,46.12565186,-22.40111223,2018.0,-1.3821989760890239
283,46.11347052,-22.40690965,2018.0,-1.3062979513002648
284,46.86767416,-22.49369989,2018.0,-1.3086606726117231
285,46.80782034,-22.56351888,2018.0,-1.3042736390598186
286,46.66010251,-22.99723317,2018.0,-1.2772671138240772
287,46.45199821,-23.15036249,2018.0,-1.3774498745179127
288,46.27271037,-22.26536053,2018.0,-1.3618109762876967
289,46.41858182,-22.42610608,2018.0,-1.2985033930921257
290,46.301058,-22.34763139,2018.0,-1.191909135999544
291,46.43271805,-22.53364847,2018.0,-1.2656351216337594
292,46.27553197,-22.83064112,2018.0,-1.2980840181334066
293,46.10853735,-22.34454424,2018.0,0.9277552790343225
294,46.03601864,-22.14443519,2018.0,-1.3616956846437651
295,46.09894222,-22.23583022,2018.0,-1.3571667878955087
296,45.78193976,-22.50335586,2018.0,-1.3392577360238294
297,45.68350966,-22.13528221,2018.0,-1.3625205290888298
298,45.57785452,-22.66336285,2018.0,-1.345606519558845
299,45.4854636,-22.53896015,2018.0,-1.3901598148287908
300,45.41393598,-21.93750444,2018.0,-1.3744176575303013
301,45.12741451,-22.8948266,2018.0,-1.3947526064094258
302,45.08493374,-22.70821762,2018.0,0.6054951488909951
303,45.21521762,-22.69956231,2018.0,-1.0901691938783953
304,46.20569656,-21.99272595,2018.0,0.6771658393494825
305,46.03901659,-22.67751801,2018.0,-0.30943614148072557
306,46.6772731,-22.21024681,2018.0,0.21477608546911628
307,46.89903898,-22.79544469,2018.0,0.7583096675488277
308,46.95063853,-22.62846846,2018.0,-0.417679418020217
309,46.7220671,-22.82206429,2018.0,1.449600537923424
310,46.51649045,-22.70533883,2018.0,0.3011042508919202
311,46.89689177,-22.88924605,2018.0,-0.7552976322352093
312,46.70084324,-23.63127868,2018.0,0.851863518739238
313,47.82684679,-22.8236382,2018.0,-1.3627966573871484
314,47.34981695,-22.82286843,2018.0,-0.5131866562164417
315,47.60942434,-23.35194355,2018.0,-0.9823720947898014
316,47.07747873,-23.51490503,2018.0,-1.2446717974618537
317,46.88187123,-23.84776613,2018.0,-1.3784359224547338
318,47.73965292,-22.5754084,2018.0,-0.9454870460206561
319,47.61802426,-22.52888418,2018.0,-0.33731292964700904
320,47.69196726,-22.59280388,2018.0,-0.8517169250630926
321,47.75314607,-22.67819513,2018.0,-1.3505118250365131
322,47.82026178,-22.73087393,2018.0,-1.3569668129388377
323,47.68938565,-22.67707904,2018.0,-1.3551515915816394
324,47.48727863,-22.6676047,2018.0,-1.0495590504687864
325,47.53421493,-22.77052405,2018.0,-1.0098768755896965
326,47.76206024,-22.7330348,2018.0,-1.3515263327093334
327,47.75650528,-22.90649361,2018.0,-1.2306363599332344
328,47.65724634,-22.86715142,2018.0,-1.1382106715397158
329,47.59493317,-22.89080788,2018.0,-1.3374806509810315
330,47.53630672,-23.01218196,2018.0,0.03980709456312628
331,47.74290005,-23.14330545,2018.0,-0.9522878887360683
332,47.54685587,-23.08309857,2018.0,-0.7618828361999679
333,47.42101789,-22.36344505,2018.0,-0.5395608596437129
334,47.36081861,-22.57482178,2018.0,-0.9467012378146683
335,47.55328285,-22.48675399,2018.0,-1.3560104132660398
336,47.34505256,-22.76233102,2018.0,-1.3399896831460427
337,47.30999963,-23.02280374,2018.0,-1.1008970906531956
338,47.43711373,-23.07231824,2018.0,-1.368500730090853
339,47.36260553,-23.17999709,2018.0,0.0773136192545033
340,47.50334859,-23.24391561,2018.0,0.3992256919239122
341,47.63915225,-23.19378488,2018.0,-1.0377324249940343
342,47.67147894,-23.3025428,2018.0,1.3739323955242406
343,47.57180491,-23.35875498,2018.0,1.695341247387909
344,47.24055727,-23.41402309,2018.0,1.9199917543705802
345,47.55239863,-23.39176235,2018.0,1.6620145144196128
346,47.52545123,-23.54918517,2018.0,1.99631646393154
347,47.48058994,-23.59186123,2018.0,1.8305244270588006
348,47.48330874,-23.6692367,2018.0,1.7103655373587776
349,47.47477587,-23.90637593,2018.0,1.7451782399893578
350,46.9397142,-23.37628496,2018.0,2.018380428381865
351,46.87206024,-23.88353042,2018.0,1.819449960291459
352,46.80189928,-23.95401862,2018.0,1.5195962104137637
353,49.39634829,-18.10946879,2018.0,1.2652082448764206
354,49.41457477,-18.13666976,2018.0,1.6938125304248555
355,49.39713996,-18.1443454,2018.0,1.1846222098832513
356,49.3716696,-18.1492736,2018.0,-1.1246654980246957
357,49.39928447,-18.14659158,2018.0,-0.8423668107635138
358,49.39416997,-18.14982679,2018.0,1.591208126048316
359,49.38735865,-18.1590893,2018.0,1.5061965167004512
360,49.39328282,-18.1594144,2018.0,0.9384852530481148
361,49.41376751,-18.15861574,2018.0,-1.2337854435616984
362,49.39939876,-18.17081595,2018.0,-1.3468116307519353
363,49.38231857,-18.11003605,2018.0,-1.188781914033748
364,49.38360019,-18.17473418,2018.0,-0.9042172057635608
365,49.05199972,-18.82096132,2018.0,-1.2570103809197741
366,48.55507107,-19.40870712,2018.0,0.4914924418135746
367,48.747823,-19.868412,2018.0,0.567183111206247
368,48.73333244,-19.9470326,2018.0,-0.09773629200635339
369,49.38572488,-17.65951671,2018.0,0.30352052131592305
370,49.36382333,-17.80925163,2018.0,-0.8290396769915347
371,48.88571814,-18.07282019,2018.0,-0.378553830921663
372,49.40802388,-18.04395231,2018.0,-0.10096907500040829
373,49.29554745,-18.23390215,2018.0,-0.5734532862666055
374,48.99662149,-18.40667868,2018.0,0.26707087051132994
375,49.12239436,-18.59008464,2018.0,1.6187044655539253
376,49.08163772,-18.72897145,2018.0,-0.5575863331074812
377,48.68622913,-18.98525863,2018.0,-1.019210938615143
378,49.07480185,-18.97954078,2018.0,1.4156090273597053
379,48.82858094,-19.23654162,2018.0,-0.8202713591092308
380,48.70916746,-19.37653635,2018.0,-1.1049472959413154
381,48.8690845,-19.58520051,2018.0,1.0680789281578542
382,48.79907625,-19.66042505,2018.0,0.9222024911555714
383,48.34740879,-19.79984578,2018.0,0.4103812344494195
384,48.63765023,-19.88659062,2018.0,1.2296888203708036
385,48.44871031,-20.0205289,2018.0,0.37883158693635827
386,48.68441029,-20.03538029,2018.0,0.253798474979688
387,48.37726902,-20.09110091,2018.0,1.7872578916902984
388,48.56273959,-20.23339667,2018.0,1.6274722670684316
